japanese,reading,lesson,english,thai,thai_katakana
たらこ,たらこ,入門16課,tarako (cod roe),ทำรำโกะ (ไข่ปลำหมักเกลือ),
梅,うめ,入門16課,ume (pickled plum),บ๊วยดอง,
～個,～こ,入門16課,～ items,...อัน ...ชิ้น ...ลูก,
～g,～ぐらむ,入門16課,～ g,...กรัม,
～ずつ,～ずつ,入門16課,～ each,อย่ำงละ...,
かしこまりました,かしこまりました,入門16課,Certainly. (polite expression),รับทรำบค่ะ/ครับ (สำนวนสุภำพ),
1個,いっこ,入門16課,1 item,1 อัน,
2個,にこ,入門16課,2 items,2 อัน,
3個,さんこ,入門16課,3 items,3 อัน,
4個,よんこ,入門16課,4 items,4 อัน,
5個,ごこ,入門16課,5 items,5 อัน,
6個,ろっこ,入門16課,6 items,6 อัน,
7個,ななこ,入門16課,7 items,7 อัน,
8個,はちこ／はっこ,入門16課,8 items,8 อัน,
9個,きゅうこ,入門16課,9 items,9 อัน,
10個,じゅっこ,入門16課,10 items,10 อัน,
何個,なんこ,入門16課,how many (items),กี่อัน,
温める／温めます,あたためる／あたためます,入門16課,to warm up,อุ่นให้ร้อน,
袋,ふくろ,入門16課,bag,ถุง,
Suica,すいか,入門16課,"Suica (a pre-paid card used to pay transportation fees, such as train and bus fares, and for shopping)",Suica (บัตรเติมเงินที่ใช้ชำระ ค่ำโดยสำรรถไฟ รถบัส และใช้ในกำรซื้อของ),
タッチする／タッチします,たっちする／たっちします,入門16課,to tap / touch,แตะบัตร,
～は、どうしますか？,～は、どうしますか？,入門16課,And what about ～?,แล้ว…จะเอำยังไง,
だいじょうぶです,だいじょうぶです,入門16課,That's all right. (used when refusing something),ไม่เป็นไร (วิธีพูดปฏิเสธ),
～でお願いします,～でおねがいします,入門16課,"With ～, please. ",ขอจ่ำยด้วย(วิธีกำร),
タッチしてください,たっちしてください,入門16課,Tap your card here please.,กรุณำแตะบัตรที่นี่,
ありがとうございました,ありがとうございました,入門16課,Thank you very much. (used to say thank you at the end),ขอบคุณ,
こちら,こちら,入門16課,this (polite expression),อันนี้ (คำพูดแบบสุภำพ),
お次の方,おつぎのかた,入門16課,"Next, please. (polite expression)",เชิญท่ำนต่อไป (วิธีพูดแบบ สุภำพที่พนักงำนในร้ำนใช้),
おつけしますか？,おつけしますか？,入門16課,Shall I add ～ ? (polite expression),จะรับด้วยไหม,
お会計、～になります,おかいけい、～になります,入門16課,The total amount is ～. (polite expression),"ทั้งหมดรวมเป็น(จำนวน,รำคำ) (วิธีพูดแบบสุภำพที่พนักงำน ในร้ำนใช้)",
おはし,おはし,入門16課,chopsticks,ตะเกียบ,
フォーク,ふぉーく,入門16課,fork,ส้อม,
ストロー,すとろー,入門16課,straw,หลอด,
クレジットカード,くれじっとかーど,入門16課,credit card,บัตรเครดิต,
Edy,えでぃ,入門16課,Edy (electronic payment card）,บัตร Edy,
PayPay,ぺいぺい,入門16課,PayPay (QR-code-based electronic payment method),บัตร PayPay,
～割引  （二割引き）,～わりびき　（にわりびき）,入門16課,～ × 10% off　(e.g. 20% off),ส่วนลด...(เช่น ส่วนลด 20%),
表示価格より,ひょうじかかくより,入門16課,from the list price,จำกป้ำยรำคำ,
若鶏,わかどり,入門16課,spring chicken,ไก่อ่อน ไก่กระทง,
税込,ぜいこみ,入門16課,including tax,รวมภำษี,
～％引　（10％引）,～ぱーせんとびき　（じゅっぱーせんとびき）,入門16課,～ % off　(e.g. 10% off),ลด…% (เช่น ลด 10%),
全品,ぜんぴん,入門16課,all items,ทุกรำยกำร,
一人暮らし,ひとりぐらし,入門16課,living alone,อำศัยอยู่คนเดียว ใช้ชีวิตอยู่คนเดียว,
応援,おうえん,入門16課,support,ช่วยเหลือ สนับสนุน,
セール,せーる,入門16課,sale,ลดรำคำ,
小型,こがた,入門16課,compact,ขนำดเล็ก,
さらに,さらに,入門16課,further,นอกจำกนี้ ยิ่งกว่ำนั้น,
ポイントサービス,ぽいんとさーびす,入門16課,reward points,สะสมแต้ม,
～円引　（50円引）,～えんびき　（ごじゅうえんびき）,入門16課,～ yen off　(e.g. 50 yen off),ลดรำคำ...เยน(เช่น ลดรำคำ 50 เยน),
苺ショートケーキ,いちごしょーとけーき,入門16課,strawberry shortcake,สตรอว์เบอร์รีชอร์ตเค้ก,
本日,ほんじつ,入門16課,today,วันนี้,
値下価格,ねさげかかく,入門16課,discounted price,รำคำหลังหักส่วนลด,
税抜,ぜいぬき,入門16課,excluding tax,ไม่รวมภำษี,
半額,はんがく,入門16課,half price,ครึ่งรำคำ,
レジにて,れじにて,入門16課,at the cash register,ที่จุดชำระเงิน,
国産銘柄鶏胸肉,こくさんめいがらとりむねにく,入門16課,famous home-grown chicken breast,เนื้ออกไก่สำยพันธุ์ดังในประเทศ,
～円均一　（50円均一）,～えんきんいつ　（ごじゅうえんきんいつ）,入門16課,everything at ～ yen　(e.g. everything at 50 yen),รำคำ...เยนเท่ำกันทุกอย่ำง (เช่น รำคำ 50 เยนเท่ำกันทุกอย่ำง),
ワゴン,わごん,入門16課,cart,รถเข็น,
商品,しょうひん,入門16課,product,สินค้ำ,
休み,やすみ,入門17課,day off,วันหยุด,
運動する／運動します,うんどうする／うんどうします,入門17課,to exercise,ออกกำลังกำย,
服,ふく,入門17課,clothing,เสื้อผ้ำ,
買う／買います,かう／かいます,入門17課,to buy,ซื้อ,
飲みに行く／飲みに行きます,のみにいく／のみにいきます,入門17課,to go drinking,ไปดื่ม,
家族,かぞく,入門17課,family,ครอบครัว,
話す／話します,はなす／はなします,入門17課,to talk,พูดคุย,
コンサート,こんさーと,入門17課,concert,คอนเสิร์ต,
ゆっくりする／ゆっくりします,ゆっくりする／ゆっくりします,入門17課,to relax,พักผ่อน ผ่อนคลำย,
掃除する／掃除します,そうじする／そうじします,入門17課,to clean,ทำควำมสะอำด,
寝る／寝ます,ねる／ねます,入門17課,to sleep,นอน,
ジム,じむ,入門17課,gym,โรงยิม,
週末,しゅうまつ,入門17課,weekend,สุดสัปดำห์,
オーケストラ,おーけすとら,入門17課,orchestra,ออร์เคสตรำ,
昨日,きのう,入門17課,yesterday,เมื่อวำน,
土日,どにち,入門17課,Saturday and Sunday,เสำร์อำทิตย์,
何も ,なにも,入門17課,nothing,ไม่มีอะไร อะไรๆ ก็ไม่,
ネットで,ねっとで,入門17課,online,ทำงออนไลน์ ทำงเน็ต,
勉強,べんきょう,入門17課,study,เรียนรู้,
洗濯,せんたく,入門17課,laundry,ซักผ้ำ,
掃除,そうじ,入門17課,cleaning,ทำควำมสะอำด,
国際フェスティバル,こくさいふぇすてぃばる,入門17課,international festival,เทศกำลนำนำชำติ,
楽しい,たのしい,入門17課,fun,สนุกสนำน,
おもしろい,おもしろい,入門17課,interesting,น่ำสนใจ,
いい,いい,入門17課,good,ดี,
まあまあ（な）,まあまあ（な）,入門17課,average,พอใช้ ใช้ได้,
大変（な）,たいへん（な）,入門17課,awful / tough,ลำบำก เหนื่อย,
一日中,いちにちじゅう,入門17課,all day long,ทั้งวัน,
どこにも,どこにも,入門17課,nowhere,ไม่เลยสักแห่ง,
よかった（です）,よかった（です）,入門17課,It was good.,ดีเลย,
ゴジラ,ごじら,入門17課,Godzilla,ก็อตซิล่ำ,
すばらしい,すばらしい,入門17課,wonderful,วิเศษสุด เยี่ยม เลิศ,
つまらない,つまらない,入門17課,boring,น่ำเบื่อ,
いまいち（な）,いまいち（な）,入門17課,not so good,ไม่ถึงขนำดนั้น,
家族で,かぞくで,入門17課,with family,ทั้งครอบครัว,
水族館,すいぞくかん,入門17課,aquarium,พิพิธภัณฑ์สัตว์น้ำ,
ペンギン,ぺんぎん,入門17課,penguin,เพนกวิน,
そして,そして,入門17課,then,และ แล้วก็,
クラゲ,くらげ,入門17課,jellyfish,แมงกะพรุน,
気持ちいい,きもちいい,入門17課,refreshing,สดชื่น สบำย,
コスモス,こすもす,入門17課,cosmos,ดอกดำวกระจำย,
花,はな,入門17課,flower,ดอกไม้,
気持ちよかった（です）,きもちよかった（です）,入門17課,It was refreshing.,สดชื่น สบำย,
多い,おおい,入門17課,many,เยอะ จำนวนมำก,
まだまだ,まだまだ,入門17課,still,ยังไม่หรอก,
元気（な）,げんき（な）,入門17課,healthy,สดใส กระปรี้กระเปร่ำ สุขภำพดี,
